date,number_of_checks-no_verification,os-se,count-nombre
2021-08-19,30+,ios,<20
2021-08-20,0,android,<20
2021-08-20,0,ios,<20
2021-08-20,1-6,android,606337
2021-08-20,1-6,ios,840183
2021-08-20,7-12,android,138088
2021-08-20,7-12,ios,507897
2021-08-20,13-30,android,3435
2021-08-20,13-30,ios,828
2021-08-20,30+,android,<20
2021-08-20,30+,ios,<20
