date,exposure_status-etat_verification,count-nombre
2022-04-24,monitoring-surveillance,156
2022-04-25,exposed-expose,636
2022-04-25,monitoring-surveillance,186
2022-04-26,exposed-expose,718
2022-04-26,monitoring-surveillance,160
2022-04-27,exposed-expose,723
2022-04-27,monitoring-surveillance,209
2022-04-28,exposed-expose,571
2022-04-28,monitoring-surveillance,149
2022-04-29,exposed-expose,587
2022-04-29,monitoring-surveillance,144
2022-04-30,exposed-expose,564
2022-04-30,monitoring-surveillance,126
2022-05-01,exposed-expose,487
2022-05-01,monitoring-surveillance,139
2022-05-02,exposed-expose,415
2022-05-02,monitoring-surveillance,102
2022-05-03,exposed-expose,455
2022-05-03,monitoring-surveillance,127
2022-05-04,exposed-expose,425
2022-05-04,monitoring-surveillance,86
2022-05-05,exposed-expose,681
2022-05-05,monitoring-surveillance,174
2022-05-06,exposed-expose,518
2022-05-06,monitoring-surveillance,116
2022-05-07,exposed-expose,469
2022-05-07,monitoring-surveillance,102
2022-05-08,exposed-expose,411
2022-05-08,monitoring-surveillance,100
2022-05-09,exposed-expose,317
2022-05-09,monitoring-surveillance,80
2022-05-10,exposed-expose,326
2022-05-10,monitoring-surveillance,107
2022-05-11,exposed-expose,309
2022-05-11,monitoring-surveillance,111
2022-05-12,exposed-expose,284
2022-05-12,monitoring-surveillance,89
2022-05-13,exposed-expose,216
2022-05-13,monitoring-surveillance,74
2022-05-14,exposed-expose,233
2022-05-14,monitoring-surveillance,73
2022-05-15,exposed-expose,250
2022-05-15,monitoring-surveillance,85
2022-05-16,exposed-expose,140
2022-05-16,monitoring-surveillance,56
2022-05-17,exposed-expose,316
2022-05-17,monitoring-surveillance,99
2022-05-18,exposed-expose,266
2022-05-18,monitoring-surveillance,50
2022-05-19,exposed-expose,250
2022-05-19,monitoring-surveillance,77
2022-05-20,exposed-expose,181
2022-05-20,monitoring-surveillance,48
2022-05-21,exposed-expose,185
2022-05-21,monitoring-surveillance,80
2022-05-22,exposed-expose,150
2022-05-22,monitoring-surveillance,44
2022-05-23,exposed-expose,137
2022-05-23,monitoring-surveillance,55
2022-05-24,exposed-expose,155
2022-05-24,monitoring-surveillance,47
2022-05-25,exposed-expose,246
2022-05-25,monitoring-surveillance,79
2022-05-26,exposed-expose,306
2022-05-26,monitoring-surveillance,78
2022-05-27,exposed-expose,267
2022-05-27,monitoring-surveillance,53
2022-05-28,exposed-expose,226
2022-05-28,monitoring-surveillance,44
