date,exposure_status-etat_verification,count-nombre
2022-04-16,exposed-expose,<20
2022-04-16,monitoring-surveillance,47
2022-04-17,exposed-expose,<20
2022-04-17,monitoring-surveillance,58
2022-04-18,exposed-expose,<20
2022-04-18,monitoring-surveillance,60
2022-04-19,exposed-expose,<20
2022-04-19,monitoring-surveillance,79
2022-04-20,exposed-expose,<20
2022-04-20,monitoring-surveillance,65
2022-04-21,exposed-expose,<20
2022-04-21,monitoring-surveillance,88
2022-04-22,exposed-expose,<20
2022-04-22,monitoring-surveillance,63
2022-04-23,exposed-expose,<20
2022-04-23,monitoring-surveillance,68
2022-04-24,exposed-expose,<20
2022-04-24,monitoring-surveillance,41
2022-04-25,exposed-expose,<20
2022-04-25,monitoring-surveillance,38
2022-04-26,exposed-expose,<20
2022-04-26,monitoring-surveillance,53
2022-04-27,exposed-expose,<20
2022-04-27,monitoring-surveillance,69
2022-04-28,exposed-expose,<20
2022-04-28,monitoring-surveillance,46
2022-04-29,exposed-expose,<20
2022-04-29,monitoring-surveillance,42
2022-04-30,exposed-expose,<20
2022-04-30,monitoring-surveillance,39
2022-05-01,exposed-expose,<20
2022-05-01,monitoring-surveillance,30
2022-05-02,exposed-expose,<20
2022-05-02,monitoring-surveillance,30
2022-05-03,exposed-expose,<20
2022-05-03,monitoring-surveillance,36
2022-05-04,exposed-expose,<20
2022-05-04,monitoring-surveillance,32
2022-05-05,exposed-expose,<20
2022-05-05,monitoring-surveillance,56
2022-05-06,exposed-expose,<20
2022-05-06,monitoring-surveillance,30
2022-05-07,exposed-expose,<20
2022-05-07,monitoring-surveillance,28
2022-05-08,exposed-expose,<20
2022-05-08,monitoring-surveillance,26
2022-05-09,exposed-expose,<20
2022-05-09,monitoring-surveillance,<20
2022-05-10,exposed-expose,<20
2022-05-10,monitoring-surveillance,37
2022-05-11,exposed-expose,<20
2022-05-11,monitoring-surveillance,45
2022-05-12,exposed-expose,<20
2022-05-12,monitoring-surveillance,21
